index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
998,4240,25,19,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,3420,14,5,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,2910,24,-5,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1560,15,-48,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,3460,47,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,5020,32,77,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,2430,19,-24,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,2260,17,-29,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1480,7,-54,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,920,9,-71,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,1180,14,-57,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,2290,6,-7,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,4080,19,73,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,3380,14,37,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,920,9,-65,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,3840,13,60,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,2540,19,12,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,590,11,-74,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,3720,43,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,590,11,-74,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,3720,43,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,2340,19,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,2610,39,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,3030,29,15,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,3430,23,27,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,3330,17,26,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1950,19,-26,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,3610,20,32,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,3530,27,30,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,1150,6,-59,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,2180,10,-24,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,2760,24,2,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,2740,17,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,750,15,-73,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,5050,55,99,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1920,32,-29,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2820,25,10,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,3300,15,24,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,2150,13,-18,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,3310,17,33,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,2290,29,-15,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,1380,56,-49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,2780,19,8,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,2920,16,13,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,2700,14,-3,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,780,6,-70,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,2810,7,15,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,2350,19,-4,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1490,10,-37,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,1970,17,-14,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,3890,46,81,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1340,21,-42,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1620,11,-30,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,2570,10,18,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,1190,9,-45,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,2680,14,34,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,3390,13,55,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,4390,16,95,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,1870,11,-24,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,2650,18,7,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,3680,22,44,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,2850,10,12,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,2070,14,-23,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,4720,26,73,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1070,10,-64,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,3110,23,6,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,3100,22,4,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,3130,25,6,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,2890,28,2,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,2870,21,-2,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,3090,18,5,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,3510,19,22,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,2970,19,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,4290,45,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,2510,17,-16,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,2920,20,-7,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,6150,25,97,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,3600,20,5,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,1980,18,-43,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,3210,13,-5,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,4190,25,22,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,560,7,-84,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1100,6,-66,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,3180,11,4,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,4350,22,48,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,5090,35,63,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,2440,16,-27,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,950,46,-68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,2440,63,-10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1820,55,-34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,1650,46,-37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,4310,66,83,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,4200,74,54,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,7130,105,134,142,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1092,5630,98,64,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1093,5660,118,59,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1094,7190,123,98,79,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1095,6220,111,52,40,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1096,4030,127,-13,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1097,8670,151,-25,-58,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1098,7510,169,-35,-53,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1099,3110,164,-73,-54,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1100,5550,168,-52,-53,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1101,7560,133,-34,-47,1,0,1,0,0,0,0,0,4000,4000,0,1,0,0
1102,3610,154,-67,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,4490,177,-60,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,3100,184,-72,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,18470,525,-46,-41,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1106,17220,529,-50,-41,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1107,25010,524,-27,-41,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1108,17540,252,-23,-48,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1109,15170,414,-56,-54,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1110,79240,1381,124,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1111,103380,2701,193,187,1,0,0,0,1,0,0,0,200000,200000,0,0,1,0
1112,38230,835,61,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1113,43380,693,83,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1114,26450,529,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1115,27450,512,16,0,1,1,0,0,0,0,0,0,300,300,0,0,1,0
1116,25750,494,9,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1117,23310,242,-2,-53,1,1,0,0,0,0,0,0,700,700,0,0,1,0
1118,26170,388,23,-19,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1119,42450,429,99,-10,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1120,63560,317,198,-33,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1121,58720,513,175,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1122,31010,512,45,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1123,31450,286,47,-40,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1124,31310,504,47,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1125,27020,294,334,-5,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1126,10160,278,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,18820,299,75,24,1,0,1,0,0,0,0,0,4000,4000,0,0,0,0
1128,13780,289,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,14080,172,-38,-65,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1130,11690,235,-48,-52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1131,33500,231,48,-53,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1132,58190,419,158,-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1133,31390,362,39,-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1134,25850,476,1,-6,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1135,23040,392,-10,-22,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1136,15300,295,-40,-41,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1137,14050,228,-45,-55,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1138,9450,209,-63,-59,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1139,36250,361,42,-28,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1140,24570,327,-4,-35,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1141,26860,319,5,-37,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1142,16000,313,-38,-36,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1143,21860,196,-16,-60,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1144,12900,201,-50,-59,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1145,27590,314,6,-35,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1146,15010,368,-42,-24,1,1,0,0,0,0,0,0,800,800,0,1,1,0
1147,9970,323,-62,-33,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1148,18970,301,-27,-38,1,0,1,0,0,0,0,0,1000,1000,0,1,1,0
1149,13000,311,-50,-36,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1150,14970,409,39,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1151,14390,329,34,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1152,6790,238,-37,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1153,38430,406,54,-10,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1154,29380,381,18,-15,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1155,35720,306,43,-32,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1156,22990,395,-8,-12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1157,15190,367,-39,-18,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1158,34750,368,36,-17,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1159,84880,807,233,82,1,1,0,0,0,0,0,0,800,800,0,1,1,0
1160,45560,591,79,33,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1161,36940,439,45,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1162,28960,444,14,0,1,1,0,0,0,0,0,0,300,300,0,1,1,0
1163,22260,493,-13,11,1,1,0,0,0,0,0,0,900,900,0,1,1,0
1164,14370,338,-44,-24,1,1,0,0,0,0,0,0,400,400,0,1,1,0
1165,16480,401,-35,-10,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1166,14300,275,33,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1167,12280,290,14,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1168,11140,295,4,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1169,4500,207,-58,-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1170,7400,206,-31,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1171,9380,234,-13,-3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1172,11550,204,8,-16,1,1,0,0,0,0,0,0,600,600,0,1,0,0
1173,10070,243,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1174,5940,182,-41,-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1175,7860,165,-21,-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1176,5420,163,-46,-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1177,7440,130,-26,-43,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1178,8550,205,-15,-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1179,11150,201,11,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1180,6510,187,-35,-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1181,5000,163,-50,-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1182,6550,163,-33,-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1183,5880,175,-40,-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1184,8290,229,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1185,6790,194,-30,-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1186,7170,170,-27,-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1187,8780,226,-10,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1188,16980,451,-30,-38,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1189,21910,695,-10,-4,1,1,0,0,0,0,0,0,300,300,0,1,1,0
1190,28130,304,15,-28,1,0,1,0,0,0,0,0,6000,6000,0,1,1,0
1191,28210,618,15,47,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1192,21060,242,-14,-42,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1193,22130,390,-10,-7,2,1,0,1,0,0,0,0,30300,30000,0,1,1,0
1194,9860,324,7,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1195,18830,201,-23,-52,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1196,34360,604,40,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1197,15640,517,67,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1198,19760,445,114,101,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1199,11660,330,26,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1200,17390,278,-31,-32,1,1,0,0,0,0,0,0,600,600,1,1,1,0
1201,41300,336,64,-17,1,0,1,0,0,0,0,0,4000,4000,1,1,1,0
1202,26880,317,6,-22,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1203,30820,389,22,-4,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1204,20610,274,-18,-33,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1205,47470,466,88,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1206,49510,521,89,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1207,87260,2457,275,258,1,0,0,1,0,0,0,0,80000,80000,1,0,1,0
1208,30060,1135,29,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1209,23670,721,153,140,1,1,0,0,0,0,0,0,300,300,1,0,0,0
1210,15600,548,67,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1211,13520,528,-42,-23,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1212,16590,324,61,17,1,1,0,0,0,0,0,0,300,300,1,0,1,0
1213,10000,208,-62,-49,1,1,0,0,0,0,0,0,500,500,1,0,1,0
1214,19140,545,-10,-12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1215,34020,858,60,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1216,25400,810,19,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1217,19910,373,-24,-2,1,0,1,0,0,0,0,0,5000,5000,1,0,1,0
1218,15770,549,-26,-12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1219,19860,300,-24,-21,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1220,35130,859,65,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1221,26630,785,25,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1222,15280,521,63,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1223,10820,524,16,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1224,7170,278,-23,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1225,14930,244,-46,-42,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1226,20670,376,-25,-10,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1227,17360,380,-37,-9,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1228,12840,350,157,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1229,28010,693,23,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1230,17620,557,91,151,1,1,0,0,0,0,0,0,300,300,1,0,0,0
1231,12950,428,-38,-31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1232,17320,586,-17,-6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1233,28610,330,12,-15,2,1,1,0,0,0,0,0,6900,6000,1,0,1,0
1234,16170,414,-37,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1235,15600,274,-39,-30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1236,52360,1004,150,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1237,44960,1172,115,88,1,1,0,0,0,0,0,0,200,200,1,0,1,0
1238,18580,753,-7,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1239,12240,452,33,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,16840,318,-28,-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1241,15820,382,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1242,17690,284,-24,-26,1,1,0,0,0,0,0,0,300,300,0,0,1,0
1243,15380,251,-34,-34,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1244,9540,339,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,18040,317,95,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,8100,300,-12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,8690,262,-6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,7120,227,-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,8380,234,-9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,5280,232,-43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,6260,268,-33,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,6170,187,-33,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,5510,157,-40,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,5780,163,-36,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,6390,138,-29,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,7340,213,-19,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,17730,134,97,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,650,80,-82,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,1400,58,-62,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,2390,50,-73,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,5760,65,-36,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1910,87,-48,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,6220,76,-26,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,2770,45,-67,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,2940,65,-20,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,2960,91,-19,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,3990,231,66,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,2840,115,18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,5900,63,-30,-71,1,0,1,0,0,0,0,0,2000,2000,0,0,0,0
1270,6980,37,-10,-81,1,1,0,0,0,0,0,0,300,300,0,0,0,0
1271,3540,186,62,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,10360,131,76,-49,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1273,8820,243,50,-5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1274,2880,92,-74,-67,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
1275,15470,286,163,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1276,15120,166,-35,-58,1,0,1,0,0,0,0,0,3000,3000,0,0,1,0
1277,14140,200,-39,-50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1278,8180,136,-64,-66,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1279,16360,149,-28,-63,1,1,0,0,0,0,0,0,800,800,0,0,1,0
1280,8450,121,-63,-70,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1281,7090,124,-69,-69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1282,15160,180,-33,-55,1,1,0,0,0,0,0,0,500,500,0,0,1,0
1283,22140,190,-2,-53,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
1284,17710,191,-22,-52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1285,16430,213,-27,-47,1,0,1,0,0,0,0,0,6000,6000,0,0,1,0
1286,38820,647,259,137,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1287,27540,291,28,-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1288,21280,217,-1,-43,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1289,11570,166,-46,-56,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1290,12350,296,101,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1291,18850,215,-13,-43,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1292,14000,160,81,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,12470,124,61,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,7100,227,-37,-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1295,6020,129,-71,-64,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1296,17800,436,58,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1297,20500,717,82,157,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1298,23210,264,12,-27,1,1,0,0,0,0,0,0,900,900,0,0,1,0
1299,14070,504,25,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1300,24100,197,16,-45,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1301,15380,418,37,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1302,33560,590,194,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1303,38560,741,237,166,1,0,1,0,0,0,0,0,7000,7000,0,0,1,0
1304,11440,505,0,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1305,11720,178,-39,-47,1,1,0,0,0,0,0,0,700,700,0,0,1,0
1306,12740,203,-33,-39,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1307,19820,527,73,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1308,12400,402,9,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1309,22900,332,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1310,11320,472,-6,56,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1311,14770,241,-19,-24,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1312,18170,408,50,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1313,19300,509,60,69,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1314,16640,407,38,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1315,12370,346,2,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1316,20720,284,13,-11,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1317,12430,187,-32,-41,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1318,6360,274,-51,-16,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1319,7600,246,-42,-25,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1320,8690,251,-34,-23,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1321,10980,327,-16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1322,16110,402,23,23,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1323,38880,689,197,110,1,0,1,0,0,0,0,0,2000,2000,0,1,1,1
1324,36230,822,177,151,1,0,1,0,0,0,0,0,8000,8000,0,1,1,1
1325,23800,540,82,65,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1326,17590,500,36,53,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1327,19810,209,21,-22,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1328,12800,213,-22,-20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1329,26350,569,104,75,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1330,25850,595,100,83,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1331,24840,609,92,87,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1332,19340,218,18,-19,1,0,1,0,0,0,0,0,3000,3000,0,1,1,0
1333,29060,660,125,103,1,1,0,0,0,0,0,0,300,300,0,1,1,1
